sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation,smiles
363900300,5429,Chemical Carcinogenesis Research Information System (CCRIS),83-67-0,theobromine,20190211,20180514,Governmental Organizations|Legacy Depositors,,CN1C=NC2=C1C(=O)NC(=O)N2C
363900301,54704426,Chemical Carcinogenesis Research Information System (CCRIS),64-75-5,TETRACYCLINE HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl
363900302,13101,Chemical Carcinogenesis Research Information System (CCRIS),76600-84-5,Antioxidant cd,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2
363900303,151977,Chemical Carcinogenesis Research Information System (CCRIS),93780-95-1,93780-95-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=CC4=C(C5=C(C=C4)[C@H]([C@@H]([C@H]6[C@@H]5O6)O)O)N=C32
363900304,151984,Chemical Carcinogenesis Research Information System (CCRIS),93781-00-1,93781-00-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=CC4=C(C5=C(C=C4)[C@@H]([C@H]([C@H]6[C@@H]5O6)O)O)N=C32
363900305,151982,Chemical Carcinogenesis Research Information System (CCRIS),93780-98-4,93780-98-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=CC4=C(C5=C(C=C4)[C@H]([C@@H]([C@@H]6[C@H]5O6)O)O)N=C32
363900306,151979,Chemical Carcinogenesis Research Information System (CCRIS),93780-96-2,93780-96-2,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=CC4=C(C5=C(C=C4)[C@@H]([C@H]([C@@H]6[C@H]5O6)O)O)N=C32
363900307,107959,Chemical Carcinogenesis Research Information System (CCRIS),94740-40-6,N-(N-Acetyl-L-prolyl)-N-nitrosoglycine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)N1CCC[C@H]1C(=O)N(CC(=O)O)N=O
363900308,127249,Chemical Carcinogenesis Research Information System (CCRIS),99152-10-0,N-(N-Acetylvalyl)-N-nitrosoglycine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)[C@H](C(=O)N(CC(=O)O)N=O)NC(=O)C
363900309,6436602,Chemical Carcinogenesis Research Information System (CCRIS),26488-34-6,trans-N-Acetoxy-4-acetylaminostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)N(C1=CC=C(C=C1)/C=C/C2=CC=CC=C2)OC(=O)C
363900310,6054491,Chemical Carcinogenesis Research Information System (CCRIS),843-23-2,trans-N-Hydroxy-4-acetylaminostilbene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)N(C1=CC=C(C=C1)/C=C/C2=CC=CC=C2)O
363900311,85290,Chemical Carcinogenesis Research Information System (CCRIS),16110-13-7,7-hydroxymethylbenz[a]anthracene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C(C4=CC=CC=C4C=C32)CO
363900312,137372,Chemical Carcinogenesis Research Information System (CCRIS),87976-77-0,7-HYDROXYMETHYLBENZ[A]ANTHRACENE SULFATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C(C4=CC=CC=C4C=C32)COS(=O)(=O)O
363900313,11107,Chemical Carcinogenesis Research Information System (CCRIS),553-26-4,"4,4'-DIPYRIDYL",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CN=CC=C1C2=CC=NC=C2
363900314,11389,Chemical Carcinogenesis Research Information System (CCRIS),581-50-0,"2,3'-Dipyridyl",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=NC(=C1)C2=CN=CC=C2
363900315,4421,Chemical Carcinogenesis Research Information System (CCRIS),389-08-2,nalidixic acid,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
363900316,1140,Chemical Carcinogenesis Research Information System (CCRIS),108-88-3,toluene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=CC=C1
363900317,7409,Chemical Carcinogenesis Research Information System (CCRIS),98-85-1,ALPHA-METHYLBENZYL ALCOHOL,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C1=CC=CC=C1)O
363900318,441411,Chemical Carcinogenesis Research Information System (CCRIS),55-31-2,l-Epinephrine hydrochloride,20210804,20180514,Governmental Organizations|Legacy Depositors,,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.Cl
363900319,,Chemical Carcinogenesis Research Information System (CCRIS),25013-15-4,VINYLTOLUENE,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363900320,10757,Chemical Carcinogenesis Research Information System (CCRIS),532-27-4,2-CHLOROACETOPHENONE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C(=O)CCl
363900321,10509,Chemical Carcinogenesis Research Information System (CCRIS),509-14-8,TETRANITROMETHANE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
363900322,,Chemical Carcinogenesis Research Information System (CCRIS),14567-73-8,TREMOLITE,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363900323,6896,Chemical Carcinogenesis Research Information System (CCRIS),87-62-7,"2,6-XYLIDINE",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C(=CC=C1)C)N
363900324,4781,Chemical Carcinogenesis Research Information System (CCRIS),50-33-9,phenylbutazone,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
363900325,7838,Chemical Carcinogenesis Research Information System (CCRIS),106-92-3,ALLYL GLYCIDYL ETHER,20210804,20180514,Governmental Organizations|Legacy Depositors,,C=CCOCC1CO1
363900326,240,Chemical Carcinogenesis Research Information System (CCRIS),100-52-7,benzaldehyde,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C=O
363900327,17604,Chemical Carcinogenesis Research Information System (CCRIS),2698-41-1,2698-41-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C(=C1)C=C(C#N)C#N)Cl
363900328,21852,Chemical Carcinogenesis Research Information System (CCRIS),5634-39-9,Iodinated glycerol,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C1OCC(O1)CO)I
363900329,92127,Chemical Carcinogenesis Research Information System (CCRIS),554-10-9,"3-Indo-1,2-propanediol",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C(CI)O)O
363900330,13543,Chemical Carcinogenesis Research Information System (CCRIS),924-42-5,N-Methylolacrylamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C=CC(=O)NCO
363900331,949,Chemical Carcinogenesis Research Information System (CCRIS),121-69-7,"N,N-dimethylaniline",20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)C1=CC=CC=C1
363900332,9344,Chemical Carcinogenesis Research Information System (CCRIS),303-47-9,OCHRATOXIN A,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl
363900333,8980,Chemical Carcinogenesis Research Information System (CCRIS),147-24-0,DIPHENHYDRAMINE HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
363900334,9223,Chemical Carcinogenesis Research Information System (CCRIS),271-89-6,BENZOFURAN,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CO2
363900335,16724,Chemical Carcinogenesis Research Information System (CCRIS),2244-16-8,d-Carvone,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC[C@@H](CC1=O)C(=C)C
363900336,7922,Chemical Carcinogenesis Research Information System (CCRIS),108-30-5,SUCCINIC ANHYDRIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(=O)OC1=O
363900337,6518,Chemical Carcinogenesis Research Information System (CCRIS),78-11-5,PENTAERYTHRITOL TETRANITRATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]
363900338,13806,Chemical Carcinogenesis Research Information System (CCRIS),989-38-8,C.I. Basic Red 1,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-]
363900339,4915,Chemical Carcinogenesis Research Information System (CCRIS),671-16-9,procarbazine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
363900340,6753,Chemical Carcinogenesis Research Information System (CCRIS),83-66-9,MUSK AMBRETTE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-]
363900341,62329,Chemical Carcinogenesis Research Information System (CCRIS),81-15-2,Musk xylene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-]
363900342,36462,Chemical Carcinogenesis Research Information System (CCRIS),33419-42-0,33419-42-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
363900343,6383,Chemical Carcinogenesis Research Information System (CCRIS),75-62-7,BROMOTRICHLOROMETHANE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(Cl)(Cl)(Cl)Br
363900344,9579,Chemical Carcinogenesis Research Information System (CCRIS),344-07-0,CHLOROPENTAFLUOROBENZENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=C(C(=C(C(=C1F)F)Cl)F)F)F
363900345,7257,Chemical Carcinogenesis Research Information System (CCRIS),95-76-1,"3,4-DICHLOROANILINE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1N)Cl)Cl
363900346,12281,Chemical Carcinogenesis Research Information System (CCRIS),626-43-7,"3,5-DICHLOROANILINE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C=C1Cl)Cl)N
363900347,12464,Chemical Carcinogenesis Research Information System (CCRIS),634-67-3,"2,3,4-TRICHLOROANILINE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1N)Cl)Cl)Cl
363900348,12469,Chemical Carcinogenesis Research Information System (CCRIS),634-91-3,"3,4,5-TRICHLOROANILINE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C(=C1Cl)Cl)Cl)N
363900349,155596,Chemical Carcinogenesis Research Information System (CCRIS),17722-52-0,N-(4-Chlorophenyl)-succinamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1NC(=O)CCC(=O)N)Cl
363900350,155597,Chemical Carcinogenesis Research Information System (CCRIS),17722-71-3,"N-(3,4-Dichlorophenyl)-succinamide",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1NC(=O)CCC(=O)N)Cl)Cl
363900351,171256,Chemical Carcinogenesis Research Information System (CCRIS),53219-95-7,"N-(3,5-Dichlorophenyl)-succinamide",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C=C1Cl)Cl)NC(=O)CCC(=O)O
363900352,154182,Chemical Carcinogenesis Research Information System (CCRIS),112368-25-9,"N-(2,3,4-Trichlorophenyl)-succinamide",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1NC(=O)CCC(=O)N)Cl)Cl)Cl
363900353,154175,Chemical Carcinogenesis Research Information System (CCRIS),112368-26-0,"N-(3,4,5-Trichlorophenyl)-succinamide",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C(=C1Cl)Cl)Cl)NC(=O)CCC(=O)N
363900354,81369,Chemical Carcinogenesis Research Information System (CCRIS),6943-00-6,N-(4-Chlorophenyl)-succinimide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(=O)N(C1=O)C2=CC=C(C=C2)Cl
363900355,670632,Chemical Carcinogenesis Research Information System (CCRIS),15386-58-0,"N-(3,4-Dichlorophenyl)-succinimide",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(=O)N(C1=O)C2=CC(=C(C=C2)Cl)Cl
363900356,90363,Chemical Carcinogenesis Research Information System (CCRIS),24096-53-5,24096-53-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl
363900357,154176,Chemical Carcinogenesis Research Information System (CCRIS),112368-27-1,"N-(2,3,4-Trichlorophenyl)-succinimide",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(=O)N(C1=O)C2=C(C(=C(C=C2)Cl)Cl)Cl
363900358,152937,Chemical Carcinogenesis Research Information System (CCRIS),27746-63-0,"N-(3,4,5-Trichlorophenyl)-succinimide",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(=O)N(C1=O)C2=CC(=C(C(=C2)Cl)Cl)Cl
363900359,24502,Chemical Carcinogenesis Research Information System (CCRIS),7778-50-9,POTASSIUM DICHROMATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+]
363900360,5578,Chemical Carcinogenesis Research Information System (CCRIS),738-70-5,trimethoprim,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
363900361,9570172,Chemical Carcinogenesis Research Information System (CCRIS),9/5/4335,"C.I. Direct Green 6, disodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C4=C(C(=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC5=CC=C(C=C5)[N+](=O)[O-])N)O)N=NC6=CC=C(C=C6)O.[Na+].[Na+]
363900362,5486644,Chemical Carcinogenesis Research Information System (CCRIS),1937-35-5,"C.I. Direct Red 13, disodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)NNC5=C6C(=CC(=CC6=O)S(=O)(=O)[O-])C=CC5=N)S(=O)(=O)[O-].[Na+].[Na+]
363900363,5359768,Chemical Carcinogenesis Research Information System (CCRIS),2586-60-9,"C.I. Direct Violet 1, disodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,Nan
363900364,54693116,Chemical Carcinogenesis Research Information System (CCRIS),3811-71-0,"C.I. Direct Brown 1, disodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=CC(=C(C=C3N)N)N=NC4=CC=C(C=C4)S(=O)(=O)[O-])N=NC5=CC(=C(C=C5)C(=O)[O-])O.[Na+].[Na+]
363900365,6506384,Chemical Carcinogenesis Research Information System (CCRIS),6483-77-8,"C.I. Direct Brown 79, trisodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=CC(=C(C=C3N)N)N=NC4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC5=CC(=C(C=C5)O)C(=O)[O-].[Na+].[Na+].[Na+]
363900366,6506414,Chemical Carcinogenesis Research Information System (CCRIS),2429-82-5,"C.I. Direct Brown 2, disodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=C4C=CC(=CC4=C3O)N)S(=O)(=O)[O-])N=NC5=CC(=C(C=C5)O)C(=O)[O-].[Na+].[Na+]
363900367,6537474,Chemical Carcinogenesis Research Information System (CCRIS),3626-29-7,"C.I. Direct Brown 101, trisodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C4C=CC(=CC4=C(C=C3)N=NC5=CC(=C(C=C5)O)C(=O)[O-])S(=O)(=O)[O-])N=NC6=CC(=C(C=C6)O)C(=O)[O-].[Na+].[Na+].[Na+]
363900368,,Chemical Carcinogenesis Research Information System (CCRIS),6426-63-7,"C.I. Direct Violet 43, disodium salt",20180514,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C(=CC(=C2[O-])N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)O)[O-])S(=O)(=O)O.[Na+].[Na+]
363900369,6321380,Chemical Carcinogenesis Research Information System (CCRIS),2429-74-5,C.I. Direct Blue 15,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N)O)OC)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N)O.[Na+]
363900370,,Chemical Carcinogenesis Research Information System (CCRIS),110737-09-2,Reactive Blue 12,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363900371,9570238,Chemical Carcinogenesis Research Information System (CCRIS),6449-35-0,"C.I. DIRECT BLUE 151, DISODIUM SALT",20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C=C4C=C(C=CC4=C3O)N)S(=O)(=O)[O-])OC)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])O.[Na+].[Na+]
363900372,5359775,Chemical Carcinogenesis Research Information System (CCRIS),5/1/2610,"C.I. Direct Blue 1, tetrasodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)OC)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+]
363900373,22960,Chemical Carcinogenesis Research Information System (CCRIS),6459-94-5,6459-94-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=C(C=C(C=C3)C4=CC(=C(C=C4)N=NC5=C(C=CC6=CC(=CC(=C65)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)C.[Na+].[Na+]
363900374,22831,Chemical Carcinogenesis Research Information System (CCRIS),6358-57-2,"C.I. Acid Red 111, disodium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=CC(=C(C=C3)C4=C(C=C(C=C4)N=NC5=C(C=C6C=C(C=CC6=C5O)S(=O)(=O)[O-])S(=O)(=O)[O-])C)C.[Na+].[Na+]
363900375,,Chemical Carcinogenesis Research Information System (CCRIS),110735-82-5,C.I. Direct Black 2-II,20180514,20180514,Governmental Organizations|Legacy Depositors,,Nan
363900376,91539,Chemical Carcinogenesis Research Information System (CCRIS),4531-49-1,C.I. Pigment Yellow 17,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)C(C(=O)NC1=CC=CC=C1OC)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4OC)Cl)Cl
363900377,135442941,Chemical Carcinogenesis Research Information System (CCRIS),633-96-5,633-96-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)[O-])O.[Na+]
363900378,135487615,Chemical Carcinogenesis Research Information System (CCRIS),1248-18-6,1248-18-6,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C4=CC=CC=C4C=C3)S(=O)(=O)[O-])O.[Na+]
363900379,16808,Chemical Carcinogenesis Research Information System (CCRIS),2298-13-7,2298-13-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C.Cl
363900380,62330,Chemical Carcinogenesis Research Information System (CCRIS),85-83-6,C.I. Solvent Red 24,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O)C
363900381,124336,Chemical Carcinogenesis Research Information System (CCRIS),56654-53-6,"N-Butyl-N',N'-dimethyl-N-nitrosourea",20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCN(C(=O)N(C)C)N=O
363900382,135686,Chemical Carcinogenesis Research Information System (CCRIS),107020-53-1,N-Butyl-N'-methyl-N-nitrosourea,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCN(C(=O)NC)N=O
363900383,50961,Chemical Carcinogenesis Research Information System (CCRIS),70021-98-6,3-nitrobenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C(C=CC(=C54)C=C3)[N+](=O)[O-]
363900384,44374,Chemical Carcinogenesis Research Information System (CCRIS),63041-90-7,6-Nitrobenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=C4C(=C2[N+](=O)[O-])C=CC5=CC=CC(=C54)C=C3
363900385,38520,Chemical Carcinogenesis Research Information System (CCRIS),40568-90-9,1-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C2C=CC3=C4C2=C(C=C1)C=CC4=CC5=CC=CC=C35
363900386,28037,Chemical Carcinogenesis Research Information System (CCRIS),16757-82-7,2-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC2=C3C(=C1)C=CC4=C3C(=CC5=CC=CC=C45)C=C2
363900387,28036,Chemical Carcinogenesis Research Information System (CCRIS),16757-81-6,3-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C2C=CC3=CC4=CC=CC=C4C5=C3C2=C(C=C1)C=C5
363900388,28038,Chemical Carcinogenesis Research Information System (CCRIS),16757-83-8,4-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC2=CC3=CC=CC=C3C4=C2C5=C(C=CC=C15)C=C4
363900389,35861,Chemical Carcinogenesis Research Information System (CCRIS),31647-36-6,5-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC2=CC=CC3=C2C4=C(C=C3)C5=CC=CC=C5C=C14
363900390,44368,Chemical Carcinogenesis Research Information System (CCRIS),63041-77-0,7-Methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C2C=C3C=CC4=C5C3=C(C2=CC=C1)C=CC5=CC=C4
363900391,44367,Chemical Carcinogenesis Research Information System (CCRIS),63041-76-9,8-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC2=C(C=C1)C3=C4C(=C2)C=CC5=C4C(=CC=C5)C=C3
363900392,51117,Chemical Carcinogenesis Research Information System (CCRIS),70644-19-8,9-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2C=C1
363900393,44392,Chemical Carcinogenesis Research Information System (CCRIS),63104-32-5,10-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C2C3=C4C(=CC2=CC=C1)C=CC5=C4C(=CC=C5)C=C3
363900394,28035,Chemical Carcinogenesis Research Information System (CCRIS),16757-80-5,11-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC2=CC=CC3=C2C4=C1C5=CC=CC=C5C=C4C=C3
363900395,20611,Chemical Carcinogenesis Research Information System (CCRIS),4514-19-6,12-methylbenzo[a]pyrene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC2=C3C(=CC4=CC=CC=C42)C=CC5=C3C1=CC=C5
363900396,9916275,Chemical Carcinogenesis Research Information System (CCRIS),3520-42-1,C.I. Acid Red 52,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]
363900397,15531,Chemical Carcinogenesis Research Information System (CCRIS),1689-84-5,BROMOXYNIL,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C(=C1Br)O)Br)C#N
363900398,85556,Chemical Carcinogenesis Research Information System (CCRIS),16709-86-7,16709-86-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[Si](C)(CCl)C=C
363900399,118408,Chemical Carcinogenesis Research Information System (CCRIS),33203-82-6,C.I. Basic Blue 3,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN(CC)C1=CC2=C(C=C1)N=C3C=CC(=[N+](CC)CC)C=C3O2.[Cl-]
363900400,82126,Chemical Carcinogenesis Research Information System (CCRIS),2/3/7691,2/3/7691,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[Si](C)(C=C)N[Si](C)(C)C=C
363900401,18802,Chemical Carcinogenesis Research Information System (CCRIS),3375-84-6,Kipa-oxazolidinone,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1CN(C(=O)O1)CC(C)O
363900402,16955,Chemical Carcinogenesis Research Information System (CCRIS),2390-59-2,C.I. Basic Violet 4,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=C(C=C3)N(CC)CC.[Cl-]
363900403,31425,Chemical Carcinogenesis Research Information System (CCRIS),129-09-9,C.I. Vat Yellow 2,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)C2=NC3=C(S2)C4=C(C=C3)C(=O)C5=C(C4=O)C=CC6=C5SC(=N6)C7=CC=CC=C7
363900404,129576,Chemical Carcinogenesis Research Information System (CCRIS),122021-01-6,"N-Nitroso-N-methyl-p-aminobenzoic acid, 2-ethylhexyl ester",20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)N=O
363900405,7773,Chemical Carcinogenesis Research Information System (CCRIS),105-74-8,Lauroyl peroxide,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC
363900406,13838,Chemical Carcinogenesis Research Information System (CCRIS),999-97-3,Hexamethyldisilazane,20190211,20180514,Governmental Organizations|Legacy Depositors,,C[Si](C)(C)N[Si](C)(C)C
363900407,31299,Chemical Carcinogenesis Research Information System (CCRIS),124-70-9,124-70-9,20190211,20180514,Governmental Organizations|Legacy Depositors,,C[Si](C=C)(Cl)Cl
